case_id,device,target,backend_target,npu2,variant,plot_series,flow,status,validation,timed_validation_failure,dtype,M,N,K,m,n,k,compute_columns,device_columns,warmup,iterations,mapping_columns,mapping_rows,raw_count,filtered_count,outlier_count,q1_us,q3_us,iqr_us,lower_bound_us,upper_bound_us,raw_mean_us,raw_median_us,raw_min_us,raw_max_us,raw_std_us,raw_gflops,filtered_mean_us,filtered_median_us,filtered_min_us,filtered_max_us,filtered_std_us,filtered_gflops,elapsed_seconds,error,log_path
compiled-full-io_bf16_M512_N512_K512_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,512,512,512,64,64,64,2,8,20,200,2,4,200,199,1,493.0,623.0,130.0,298.0,818.0,545.515,498.0,488.0,820.0,75.75222620491097,492.07713078467134,544.1356783919598,498.0,488.0,814.0,73.3943481140922,493.32448993840217,11.793832962401211,,logs/compiled-full-io/2col/compiled-full-io_bf16_M512_N512_K512_2compute_8device.log
compiled-full-io_bf16_M512_N512_K1024_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,512,512,1024,64,64,64,2,8,20,200,2,4,200,161,39,654.0,707.0,53.0,574.5,786.5,697.07,655.0,644.0,990.0,76.76350109264168,770.1822083865322,661.304347826087,655.0,644.0,778.0,22.650475014080587,811.8363560815252,12.864255266264081,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M512_N512_K1024_2compute_8device.log
compiled-full-io_bf16_M512_N512_K2048_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,512,512,2048,64,64,64,2,8,20,200,2,4,200,157,43,970.0,972.0,2.0,967.0,975.0,1001.67,971.0,960.0,1248.0,84.83478708643052,1071.9516647199177,970.7643312101911,971.0,967.0,975.0,1.336122955689405,1106.0787767731777,15.173666562885046,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M512_N512_K2048_2compute_8device.log
compiled-full-io_bf16_M512_N1024_K256_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,512,1024,256,64,64,64,2,8,20,200,2,4,200,200,0,794.0,995.0,201.0,492.5,1296.5,883.895,846.0,781.0,1230.0,96.57693293431926,303.6960905989965,883.895,846.0,781.0,1230.0,96.57693293431926,303.6960905989965,13.054185243323445,,logs/compiled-full-io/2col/compiled-full-io_bf16_M512_N1024_K256_2compute_8device.log
compiled-full-io_bf16_M512_N1024_K512_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,512,1024,512,64,64,64,2,8,20,200,2,4,200,110,90,994.0,1008.0,14.0,973.0,1029.0,1020.465,997.0,936.0,1391.0,86.74277361832512,526.1041897566306,998.3181818181819,997.5,975.0,1016.0,5.136202732797519,537.7753523653416,13.82359127048403,,logs/compiled-full-io/2col/compiled-full-io_bf16_M512_N1024_K512_2compute_8device.log
compiled-full-io_bf16_M512_N1024_K1024_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,512,1024,1024,64,64,64,2,8,20,200,2,4,200,175,25,1274.0,1282.0,8.0,1262.0,1294.0,1294.125,1278.0,1253.0,1652.0,71.92891890609785,829.7048770404714,1277.5085714285715,1278.0,1266.0,1293.0,5.477088456395759,840.4967669213289,15.833658420480788,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M512_N1024_K1024_2compute_8device.log
compiled-full-io_bf16_M512_N1024_K2048_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,512,1024,2048,64,64,64,2,8,20,200,2,4,200,160,40,1880.0,1913.0,33.0,1830.5,1962.5,1961.92,1883.0,1872.0,2599.0,172.75654430440545,1094.5826781927908,1886.41875,1881.0,1872.0,1927.0,12.565563992018026,1138.391806167109,19.986455132253468,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M512_N1024_K2048_2compute_8device.log
compiled-full-io_bf16_M512_N2048_K256_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,512,2048,256,64,64,64,2,8,20,200,2,4,200,178,22,1518.0,1523.0,5.0,1510.5,1530.5,1539.01,1521.0,1509.0,2096.0,79.20328212896231,348.8417307229972,1519.9831460674156,1521.0,1511.0,1528.0,3.1914117884383724,353.20846378397164,17.487947292625904,,logs/compiled-full-io/2col/compiled-full-io_bf16_M512_N2048_K256_2compute_8device.log
compiled-full-io_bf16_M512_N2048_K512_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,512,2048,512,64,64,64,2,8,20,200,2,4,200,184,16,1840.0,1842.0,2.0,1837.0,1845.0,1846.77,1841.0,1831.0,2340.0,48.9283874657647,581.4161070409417,1841.1576086956522,1841.0,1837.0,1845.0,1.2862765352527337,583.1884347808119,19.199798776768148,,logs/compiled-full-io/2col/compiled-full-io_bf16_M512_N2048_K512_2compute_8device.log
compiled-full-io_bf16_M512_N2048_K1024_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,512,2048,1024,64,64,64,2,8,20,200,2,4,200,194,6,2479.75,2497.0,17.25,2453.875,2522.875,2486.43,2487.0,2453.0,2531.0,15.468519644749462,863.6815225041526,2485.546391752577,2487.0,2456.0,2521.0,14.026132178464847,863.9885600710085,23.14469858445227,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M512_N2048_K1024_2compute_8device.log
compiled-full-io_bf16_M512_N2048_K2048_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,512,2048,2048,64,64,64,2,8,20,200,2,4,200,190,10,3739.0,3755.0,16.0,3715.0,3779.0,3749.935,3743.0,3711.0,4212.0,44.993008067920954,1145.3444649040584,3745.0894736842106,3743.0,3715.0,3777.0,13.206353922772099,1146.8263511939142,31.458257220685482,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M512_N2048_K2048_2compute_8device.log
compiled-full-io_bf16_M1024_N512_K256_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,1024,512,256,64,64,64,2,8,20,200,2,4,200,200,0,791.75,993.0,201.25,489.875,1294.875,864.675,794.0,780.0,1105.0,92.80732392974167,310.4466487408564,864.675,794.0,780.0,1105.0,92.80732392974167,310.4466487408564,12.979484152980149,,logs/compiled-full-io/2col/compiled-full-io_bf16_M1024_N512_K256_2compute_8device.log
compiled-full-io_bf16_M1024_N512_K512_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,1024,512,512,64,64,64,2,8,20,200,2,4,200,164,36,936.0,1002.0,66.0,837.0,1101.0,997.67,939.0,928.0,1386.0,96.19917411287895,538.1247426503754,956.0853658536586,938.0,928.0,1101.0,32.57213428965355,561.5303101315068,13.774423142895103,,logs/compiled-full-io/2col/compiled-full-io_bf16_M1024_N512_K512_2compute_8device.log
compiled-full-io_bf16_M1024_N512_K1024_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,1024,512,1024,64,64,64,2,8,20,200,2,4,200,163,37,1249.0,1280.5,31.5,1201.75,1327.75,1288.93,1254.0,1242.0,1679.0,77.01951116437964,833.0489817135143,1259.723926380368,1251.0,1242.0,1312.0,16.678956413322894,852.3628086395402,15.766741290688515,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M1024_N512_K1024_2compute_8device.log
compiled-full-io_bf16_M1024_N512_K2048_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,1024,512,2048,64,64,64,2,8,20,200,2,4,200,185,15,1879.0,1907.0,28.0,1837.0,1949.0,1913.22,1881.0,1869.0,2555.0,102.97413073194646,1122.4446995118178,1886.7945945945946,1881.0,1869.0,1948.0,13.477948876469577,1138.1650414688718,19.812134781852365,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M1024_N512_K2048_2compute_8device.log
compiled-full-io_bf16_M1024_N1024_K256_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,1024,1024,256,64,64,64,2,8,20,200,2,4,200,157,43,1526.0,1532.0,6.0,1517.0,1541.0,1553.035,1528.0,1516.0,2014.0,77.99194685991625,345.69144417221764,1527.0382165605095,1527.0,1517.0,1536.0,3.013526512621636,351.5766050762268,17.5128783704713,,logs/compiled-full-io/2col/compiled-full-io_bf16_M1024_N1024_K256_2compute_8device.log
compiled-full-io_bf16_M1024_N1024_K512_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,1024,1024,512,64,64,64,2,8,20,200,2,4,200,168,32,1830.0,1836.0,6.0,1821.0,1845.0,1844.165,1832.0,1821.0,2527.0,58.41641699899096,582.2373941594163,1831.4166666666667,1831.0,1821.0,1845.0,3.9752458244842375,586.2902984028757,19.18746946658939,,logs/compiled-full-io/2col/compiled-full-io_bf16_M1024_N1024_K512_2compute_8device.log
compiled-full-io_bf16_M1024_N1024_K1024_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,1024,1024,1024,64,64,64,2,8,20,200,2,4,200,197,3,2459.0,2483.0,24.0,2423.0,2519.0,2473.765,2478.0,2448.0,2543.0,16.146819346236583,868.1033356038265,2472.791878172589,2478.0,2448.0,2517.0,14.189162054988362,868.4449617276347,22.858611036092043,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M1024_N1024_K1024_2compute_8device.log
compiled-full-io_bf16_M1024_N1024_K2048_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,1024,1024,2048,64,64,64,2,8,20,200,2,4,200,168,32,3747.0,3757.25,10.25,3731.625,3772.625,3753.075,3750.0,3709.0,3790.0,13.216632513617075,1144.3862155698994,3750.470238095238,3749.0,3733.0,3772.0,8.356581092908646,1145.1810102034824,31.08241826016456,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M1024_N1024_K2048_2compute_8device.log
compiled-full-io_bf16_M1024_N2048_K256_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,1024,2048,256,64,64,64,2,8,20,200,2,4,200,158,42,3023.0,3148.0,125.0,2835.5,3335.5,3133.185,3037.0,2989.0,3727.0,172.50629198669827,342.69978440468725,3050.2088607594937,3027.0,2989.0,3328.0,55.909630270016805,352.0223935526307,31.311947310343385,,logs/compiled-full-io/2col/compiled-full-io_bf16_M1024_N2048_K256_2compute_8device.log
compiled-full-io_bf16_M1024_N2048_K512_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,1024,2048,512,64,64,64,2,8,20,200,2,4,200,172,28,3645.0,3654.0,9.0,3631.5,3667.5,3650.485,3652.0,3619.0,3836.0,16.73916888617831,588.2735165327347,3651.860465116279,3653.0,3632.0,3666.0,6.299986693780105,588.0519446220467,34.93744740448892,,logs/compiled-full-io/2col/compiled-full-io_bf16_M1024_N2048_K512_2compute_8device.log
compiled-full-io_bf16_M1024_N2048_K1024_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,1024,2048,1024,64,64,64,2,8,20,200,2,4,200,199,1,4919.75,5299.5,379.75,4350.125,5869.125,5099.645,5008.5,4897.0,5954.0,204.29816194718933,842.2090745532287,5095.35175879397,5005.0,4897.0,5607.0,195.60442823758586,842.9187030291674,42.83732742629945,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M1024_N2048_K1024_2compute_8device.log
compiled-full-io_bf16_M1024_N2048_K2048_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,1024,2048,2048,64,64,64,2,8,20,200,2,4,200,180,20,7415.75,7493.5,77.75,7299.125,7610.125,7482.74,7437.0,7390.0,8069.0,118.59646875012763,1147.9664657598687,7448.288888888889,7433.5,7390.0,7602.0,49.60807381519989,1153.2762383604884,62.729676187969744,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M1024_N2048_K2048_2compute_8device.log
compiled-full-io_bf16_M2048_N512_K256_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,2048,512,256,64,64,64,2,8,20,200,2,4,200,175,25,1528.0,1555.0,27.0,1487.5,1595.5,1560.015,1535.5,1515.0,2005.0,70.24538970637148,344.14471142905677,1539.4685714285715,1532.0,1515.0,1588.0,15.613835831971434,348.7378189876284,17.769172648899257,,logs/compiled-full-io/2col/compiled-full-io_bf16_M2048_N512_K256_2compute_8device.log
compiled-full-io_bf16_M2048_N512_K512_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,2048,512,512,64,64,64,2,8,20,200,2,4,200,176,24,1837.0,1871.5,34.5,1785.25,1923.25,1880.565,1849.5,1828.0,2353.0,93.84564867376643,570.9676740766738,1849.5795454545455,1843.0,1828.0,1916.0,17.539061335221483,580.5329252471385,19.116830801591277,,logs/compiled-full-io/2col/compiled-full-io_bf16_M2048_N512_K512_2compute_8device.log
compiled-full-io_bf16_M2048_N512_K1024_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,2048,512,1024,64,64,64,2,8,20,200,2,4,200,179,21,2487.0,2502.0,15.0,2464.5,2524.5,2507.255,2497.0,2473.0,2957.0,55.73715076140868,856.5078733515338,2494.424581005587,2493.0,2473.0,2522.0,10.79771645721286,860.9134404593932,22.84396575484425,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M2048_N512_K1024_2compute_8device.log
compiled-full-io_bf16_M2048_N512_K2048_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,2048,512,2048,64,64,64,2,8,20,200,2,4,200,200,0,3739.0,4114.0,375.0,3176.5,4676.5,3877.865,3760.0,3715.0,4368.0,186.7390071061748,1107.559777351713,3877.865,3760.0,3715.0,4368.0,186.7390071061748,1107.559777351713,31.04685726761818,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M2048_N512_K2048_2compute_8device.log
compiled-full-io_bf16_M2048_N1024_K256_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,2048,1024,256,64,64,64,2,8,20,200,2,4,200,168,32,3031.75,3043.0,11.25,3014.875,3059.875,3044.505,3040.0,3010.0,3258.0,38.2461759526361,352.68190526867255,3035.7916666666665,3039.0,3015.0,3059.0,10.069315817459795,353.6941733485225,31.21239214669913,,logs/compiled-full-io/2col/compiled-full-io_bf16_M2048_N1024_K256_2compute_8device.log
compiled-full-io_bf16_M2048_N1024_K512_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,2048,1024,512,64,64,64,2,8,20,200,2,4,200,171,29,3658.0,3706.5,48.5,3585.25,3779.25,3713.195,3667.0,3637.0,4204.0,107.07804151645658,578.338505788142,3673.374269005848,3665.0,3637.0,3745.0,26.67346917442463,584.6079083526627,35.10273384861648,,logs/compiled-full-io/2col/compiled-full-io_bf16_M2048_N1024_K512_2compute_8device.log
compiled-full-io_bf16_M2048_N1024_K1024_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,2048,1024,1024,64,64,64,2,8,20,200,2,4,200,177,23,4879.0,4917.0,38.0,4822.0,4974.0,4918.915,4897.0,4865.0,5412.0,79.53676995578837,873.1533876881385,4896.8418079096045,4893.0,4865.0,4963.0,22.306996523660555,877.0892474130104,42.9194009155035,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M2048_N1024_K1024_2compute_8device.log
compiled-full-io_bf16_M2048_N1024_K2048_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,2048,1024,2048,64,64,64,2,8,20,200,2,4,200,181,19,7434.0,7510.75,76.75,7318.875,7625.875,7498.6,7457.5,7393.0,8097.0,117.09538846598528,1145.5384461099404,7465.580110497238,7449.0,7393.0,7624.0,49.362571568051386,1150.605105679842,62.295491619966924,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M2048_N1024_K2048_2compute_8device.log
compiled-full-io_bf16_M2048_N2048_K256_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,2048,2048,256,64,64,64,2,8,20,200,2,4,200,200,0,6060.0,6384.25,324.25,5573.625,6870.625,6224.3,6154.0,5945.0,6686.0,198.2619479375707,345.01608984142797,6224.3,6154.0,5945.0,6686.0,198.2619479375707,345.01608984142797,78.60990430787206,,logs/compiled-full-io/2col/compiled-full-io_bf16_M2048_N2048_K256_2compute_8device.log
compiled-full-io_bf16_M2048_N2048_K512_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,success,passed,False,bf16,2048,2048,512,64,64,64,2,8,20,200,2,4,200,179,21,7256.0,7409.25,153.25,7026.125,7639.125,7365.945,7297.5,7209.0,8006.0,169.26852033086365,583.0843559108845,7318.284916201117,7285.0,7209.0,7635.0,93.04730788326219,586.8816731215071,87.07212605699897,,logs/compiled-full-io/2col/compiled-full-io_bf16_M2048_N2048_K512_2compute_8device.log
compiled-full-io_bf16_M2048_N2048_K1024_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,2048,2048,1024,64,64,64,2,8,20,200,2,4,200,195,5,9752.5,10147.25,394.75,9160.375,10739.375,9953.005,9847.5,9685.0,10886.0,256.3795330657266,863.0493596657492,9930.779487179487,9844.0,9685.0,10656.0,218.19181772654522,864.9809013571895,105.89896827749908,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M2048_N2048_K1024_2compute_8device.log
compiled-full-io_bf16_M2048_N2048_K2048_2compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,True,bf16,2048,2048,2048,64,64,64,2,8,20,200,2,4,200,183,17,15038.0,15222.5,184.5,14761.25,15499.25,15133.9,15190.0,14693.0,15932.0,199.17944171023274,1135.191139362623,15153.808743169398,15192.0,14767.0,15488.0,154.80967172330065,1133.6997500211853,158.8212359920144,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled-full-io/2col/compiled-full-io_bf16_M2048_N2048_K2048_2compute_8device.log
manual_bf16_M256_N512_K256_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,512,256,64,64,64,4,4,20,200,4,4,200,172,28,140.0,143.0,3.0,135.5,147.5,143.135,142.0,131.0,320.0,17.090546363413896,468.85013448842,141.8372093023256,142.0,136.0,147.0,1.9007982724296668,473.1400478767011,4.222018010914326,,logs/manual/4col/manual_bf16_M256_N512_K256_4compute_4device.log
manual_bf16_M256_N512_K512_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,512,512,64,64,64,4,4,20,200,4,4,200,195,5,158.0,163.0,5.0,150.5,170.5,162.12,161.0,149.0,344.0,16.759045318871838,827.8912410560079,160.10256410256412,161.0,151.0,167.0,3.5096560704818853,838.3234131966686,4.446730867028236,,logs/manual/4col/manual_bf16_M256_N512_K512_4compute_4device.log
manual_bf16_M256_N512_K1024_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,512,1024,64,64,64,4,4,20,200,4,4,200,168,32,200.0,203.0,3.0,195.5,207.5,201.225,202.0,189.0,212.0,3.830714685277409,1334.0064902472357,202.33928571428572,203.0,198.0,207.0,1.8088089910176792,1326.6600949607273,5.029698237776756,,logs/manual/4col/manual_bf16_M256_N512_K1024_4compute_4device.log
manual_bf16_M256_N512_K2048_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,failed,failed,False,bf16,256,512,2048,64,64,64,4,4,20,200,4,4,0,0,,,,,,,,,,,,,,,,,,,4.238342467695475,mlir-aie xclbin build failed; see the case log,logs/manual/4col/manual_bf16_M256_N512_K2048_4compute_4device.log
manual_bf16_M256_N1024_K256_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,1024,256,64,64,64,4,4,20,200,4,4,200,148,52,233.0,236.0,3.0,228.5,240.5,251.42,235.0,223.0,420.0,46.476699538586,533.8387081377774,234.2027027027027,234.0,229.0,239.0,1.6520235726487955,573.08360002308,4.136285190470517,,logs/manual/4col/manual_bf16_M256_N1024_K256_4compute_4device.log
manual_bf16_M256_N1024_K512_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,1024,512,64,64,64,4,4,20,200,4,4,200,148,52,274.0,277.25,3.25,269.125,282.125,292.785,275.0,263.0,458.0,43.446274581372336,916.8347285550831,274.9121621621622,275.0,271.0,282.0,1.716096505720665,976.4408161820728,4.498164227232337,,logs/manual/4col/manual_bf16_M256_N1024_K512_4compute_4device.log
manual_bf16_M256_N1024_K1024_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,1024,1024,64,64,64,4,4,20,200,4,4,200,176,24,353.0,355.0,2.0,350.0,358.0,354.145,354.0,343.0,399.0,4.528131513107807,1515.9635516525716,354.0511363636364,354.0,352.0,358.0,1.0937315523827984,1516.3654536292588,5.675051240250468,,logs/manual/4col/manual_bf16_M256_N1024_K1024_4compute_4device.log
manual_bf16_M256_N1024_K2048_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,1024,2048,64,64,64,4,4,20,200,4,4,200,174,26,519.0,522.0,3.0,514.5,526.5,520.77,520.0,506.0,569.0,6.002257908487438,2061.83502121858,520.5,520.0,515.0,526.0,2.321191727213148,2062.9045609990394,7.774089699611068,,logs/manual/4col/manual_bf16_M256_N1024_K2048_4compute_4device.log
manual_bf16_M256_N2048_K256_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,2048,256,64,64,64,4,4,20,200,4,4,200,200,0,414.0,511.25,97.25,268.125,657.125,467.43,466.0,404.0,602.0,47.868936691762855,574.2794771409623,467.43,466.0,404.0,602.0,47.868936691762855,574.2794771409623,4.610222510062158,,logs/manual/4col/manual_bf16_M256_N2048_K256_4compute_4device.log
manual_bf16_M256_N2048_K512_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,2048,512,64,64,64,4,4,20,200,4,4,200,189,11,490.0,492.0,2.0,487.0,495.0,490.565,491.0,483.0,497.0,1.937982198060653,1094.3930202929275,490.86772486772486,491.0,487.0,494.0,1.2033751513929736,1093.7180930864251,5.519058060832322,,logs/manual/4col/manual_bf16_M256_N2048_K512_4compute_4device.log
manual_bf16_M256_N2048_K1024_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,2048,1024,64,64,64,4,4,20,200,4,4,200,195,5,656.0,661.0,5.0,648.5,668.5,658.195,658.0,648.0,676.0,4.3928322298945135,1631.3430275222388,657.9487179487179,658.0,649.0,668.0,3.83204248911671,1631.9536685892442,7.758166337385774,,logs/manual/4col/manual_bf16_M256_N2048_K1024_4compute_4device.log
manual_bf16_M256_N2048_K2048_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,256,2048,2048,64,64,64,4,4,20,200,4,4,200,198,2,1046.0,1070.0,24.0,1010.0,1106.0,1058.77,1055.5,1030.0,1116.0,16.97548526552334,2028.2815417890572,1058.2171717171718,1055.0,1030.0,1105.0,16.138551249887975,2029.3411460289126,11.890487861819565,,logs/manual/4col/manual_bf16_M256_N2048_K2048_4compute_4device.log
manual_bf16_M512_N512_K256_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,512,256,64,64,64,4,4,20,200,4,4,200,168,32,231.0,236.0,5.0,223.5,243.5,249.82,234.0,226.0,423.0,46.04408322466634,537.2577375710512,232.98214285714286,233.0,226.0,242.0,3.036431987989699,576.0859023530313,4.039124206639826,,logs/manual/4col/manual_bf16_M512_N512_K256_4compute_4device.log
manual_bf16_M512_N512_K512_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,512,512,64,64,64,4,4,20,200,4,4,200,187,13,265.0,268.0,3.0,260.5,272.5,267.735,267.0,258.0,446.0,13.552666711758244,1002.6162287336359,266.83957219251334,267.0,261.0,272.0,2.3596283195210144,1005.9806864265819,4.62450834363699,,logs/manual/4col/manual_bf16_M512_N512_K512_4compute_4device.log
manual_bf16_M512_N512_K1024_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,512,1024,64,64,64,4,4,20,200,4,4,200,192,8,343.0,347.0,4.0,337.0,353.0,347.59,346.0,336.0,534.0,18.302783941247846,1544.5522368307488,345.3020833333333,346.0,337.0,352.0,2.8907892220618385,1554.7861942140034,5.7165320022031665,,logs/manual/4col/manual_bf16_M512_N512_K1024_4compute_4device.log
manual_bf16_M512_N512_K2048_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,512,2048,64,64,64,4,4,20,200,4,4,200,185,15,510.0,513.0,3.0,505.5,517.5,511.375,512.0,502.0,524.0,2.8415444744012013,2099.7151288193595,511.55135135135134,512.0,506.0,517.0,1.6985879066307483,2098.991276562021,7.982404610142112,,logs/manual/4col/manual_bf16_M512_N512_K2048_4compute_4device.log
manual_bf16_M512_N1024_K256_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,1024,256,64,64,64,4,4,20,200,4,4,200,186,14,412.0,467.0,55.0,329.5,549.5,441.79,413.0,401.0,581.0,46.296391868049504,607.6087190746734,432.89784946236557,413.0,401.0,524.0,34.22341674116867,620.0896038947329,4.636385991238058,,logs/manual/4col/manual_bf16_M512_N1024_K256_4compute_4device.log
manual_bf16_M512_N1024_K512_4compute_4device,xdna2,npu2,npu2,2,manual,manual,mlir-aie,success,passed,False,bf16,512,1024,512,64,64,64,4,4,20,200,4,4,200,171,29,491.0,492.0,1.0,489.5,493.5,494.565,492.0,484.0,688.0,20.045342975364626,1085.5416618644667,491.53801169590645,492.0,490.0,493.0,0.8868860168481346,1092.2266421424576,5.591423207893968,,logs/manual/4col/manual_bf16_M512_N1024_K512_4compute_4device.log
