case_id,device,target,backend_target,npu2,variant,plot_series,flow,status,validation,timed_validation_failure,dtype,M,N,K,m,n,k,compute_columns,device_columns,warmup,iterations,mapping_columns,mapping_rows,raw_count,filtered_count,outlier_count,q1_us,q3_us,iqr_us,lower_bound_us,upper_bound_us,raw_mean_us,raw_median_us,raw_min_us,raw_max_us,raw_std_us,raw_gflops,filtered_mean_us,filtered_median_us,filtered_min_us,filtered_max_us,filtered_std_us,filtered_gflops,elapsed_seconds,error,log_path
compiled_bf16_M256_N2048_K512_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,256,2048,512,64,64,64,1,1,20,200,2,2,200,183,17,1834.0,1885.0,51.0,1757.5,1961.5,1870.765,1836.0,1820.0,2362.0,77.96101445594458,286.97934374440405,1852.3879781420765,1835.0,1820.0,1944.0,30.546520425733284,289.8263853658105,12.028921693563461,,logs/compiled/1col/compiled_bf16_M256_N2048_K512_1compute_1device.log
compiled_bf16_M256_N2048_K1024_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,256,2048,1024,64,64,64,1,1,20,200,2,2,200,191,9,2471.0,2486.0,15.0,2448.5,2508.5,2482.31,2474.0,2460.0,2968.0,37.870092421329,432.557506516108,2477.6282722513088,2474.0,2460.0,2507.0,10.819462618838063,433.37486741880747,13.092329346574843,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M256_N2048_K1024_1compute_1device.log
compiled_bf16_M256_N2048_K2048_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,256,2048,2048,64,64,64,1,1,20,200,2,2,200,200,0,4366.5,4889.0,522.5,3582.75,5672.75,4730.69,4869.0,4190.0,5403.0,303.1921897081124,453.94723560410847,4730.69,4869.0,4190.0,5403.0,303.1921897081124,453.94723560410847,15.711626259610057,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M256_N2048_K2048_1compute_1device.log
compiled_bf16_M512_N512_K256_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,512,512,256,64,64,64,1,1,20,200,2,2,200,200,0,775.0,892.25,117.25,599.125,1068.125,842.105,826.0,765.0,1060.0,79.42860929790979,159.38360180737556,842.105,826.0,765.0,1060.0,79.42860929790979,159.38360180737556,10.633085353299975,,logs/compiled/1col/compiled_bf16_M512_N512_K256_1compute_1device.log
compiled_bf16_M512_N512_K512_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,512,512,512,64,64,64,1,1,20,200,2,2,200,158,42,930.0,984.25,54.25,848.625,1065.625,995.225,931.5,919.0,1375.0,107.98506551833916,269.72338516415886,942.8037974683544,931.0,919.0,1064.0,27.691898660113917,284.72038055087506,10.815005199983716,,logs/compiled/1col/compiled_bf16_M512_N512_K512_1compute_1device.log
compiled_bf16_M512_N512_K1024_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,512,512,1024,64,64,64,1,1,20,200,2,2,200,163,37,1244.0,1254.0,10.0,1229.0,1269.0,1281.64,1247.0,1233.0,1675.0,93.07556285083642,418.89369245654007,1246.7914110429447,1245.0,1233.0,1264.0,5.073029839384852,430.6020295334774,11.332616526633501,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M512_N512_K1024_1compute_1device.log
compiled_bf16_M512_N512_K2048_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,512,512,2048,64,64,64,1,1,20,200,2,2,200,159,41,1889.0,2004.75,115.75,1715.375,2178.375,1988.775,1916.5,1872.0,2541.0,147.67221937453232,539.9011069628289,1920.748427672956,1912.0,1872.0,2177.0,52.464659390385556,559.0226229162505,12.5874068653211,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M512_N512_K2048_1compute_1device.log
compiled_bf16_M512_N1024_K256_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,512,1024,256,64,64,64,1,1,20,200,2,2,200,200,0,1544.0,1822.5,278.5,1126.25,2240.25,1686.5,1577.0,1516.0,2184.0,172.99297673605133,159.1671841091017,1686.5,1577.0,1516.0,2184.0,172.99297673605133,159.1671841091017,11.589859484694898,,logs/compiled/1col/compiled_bf16_M512_N1024_K256_1compute_1device.log
compiled_bf16_M512_N1024_K512_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,512,1024,512,64,64,64,1,1,20,200,2,2,200,178,22,1824.0,1863.0,39.0,1765.5,1921.5,1857.805,1826.0,1813.0,2401.0,86.00829596614503,288.98130428112745,1835.2865168539327,1825.0,1813.0,1921.0,23.1570587244272,292.52702892424105,12.025862499140203,,logs/compiled/1col/compiled_bf16_M512_N1024_K512_1compute_1device.log
compiled_bf16_M512_N1024_K1024_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,512,1024,1024,64,64,64,1,1,20,200,2,2,200,189,11,2470.0,2510.25,40.25,2409.625,2570.625,2506.28,2483.5,2448.0,3004.0,85.71984367694566,428.42053721052713,2487.5502645502647,2482.0,2448.0,2567.0,23.81484714153038,431.6462824095442,13.127773924730718,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M512_N1024_K1024_1compute_1device.log
compiled_bf16_M512_N1024_K2048_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,512,1024,2048,64,64,64,1,1,20,200,2,2,200,199,1,3827.0,4124.5,297.5,3380.75,4570.75,3957.565,3844.0,3805.0,4587.0,163.80233751384625,542.6275116138332,3954.402010050251,3844.0,3805.0,4443.0,158.00359132099356,543.0615406683729,15.677731054835021,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M512_N1024_K2048_1compute_1device.log
compiled_bf16_M512_N2048_K256_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,512,2048,256,64,64,64,1,1,20,200,2,2,200,161,39,3009.0,3016.0,7.0,2998.5,3026.5,3021.565,3011.0,2996.0,3239.0,33.365337927256185,177.67974940138637,3011.0,3011.0,3000.0,3023.0,3.743317026415001,178.30319229491863,14.173219293355942,,logs/compiled/1col/compiled_bf16_M512_N2048_K256_1compute_1device.log
compiled_bf16_M512_N2048_K512_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,512,2048,512,64,64,64,1,1,20,200,2,2,200,182,18,3619.0,3667.25,48.25,3546.625,3739.625,3659.24,3621.0,3607.0,4403.0,99.99061155928591,293.4330145057444,3634.269230769231,3621.0,3607.0,3733.0,26.854697308667475,295.44916895789015,15.37020355090499,,logs/compiled/1col/compiled_bf16_M512_N2048_K512_1compute_1device.log
compiled_bf16_M512_N2048_K1024_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,512,2048,1024,64,64,64,1,1,20,200,2,2,200,192,8,4892.75,4927.0,34.25,4841.375,4978.375,4915.095,4909.5,4860.0,5373.0,45.07766603319209,436.9160001993858,4908.53125,4908.0,4860.0,4977.0,22.063097548565114,437.50024979468145,17.715365316718817,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M512_N2048_K1024_1compute_1device.log
compiled_bf16_M512_N2048_K2048_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,512,2048,2048,64,64,64,1,1,20,200,2,2,200,177,23,7811.0,7848.0,37.0,7755.5,7903.5,7839.345,7831.5,7663.0,8263.0,77.42949034444176,547.8732337969562,7829.175141242938,7830.0,7767.0,7894.0,24.684400094612343,548.5849043502358,22.96512999664992,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M512_N2048_K2048_1compute_1device.log
compiled_bf16_M1024_N512_K256_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,1024,512,256,64,64,64,1,1,20,200,2,2,200,200,0,1516.0,1942.0,426.0,877.0,2581.0,1681.01,1518.0,1507.0,1997.0,201.24644071386703,159.68700721589997,1681.01,1518.0,1507.0,1997.0,201.24644071386703,159.68700721589997,11.757229041308165,,logs/compiled/1col/compiled_bf16_M1024_N512_K256_1compute_1device.log
compiled_bf16_M1024_N512_K512_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,1024,512,512,64,64,64,1,1,20,200,2,2,200,170,30,1823.0,1829.25,6.25,1813.625,1838.625,1841.925,1825.0,1813.0,2348.0,75.66947452572933,291.4727320602087,1825.0647058823529,1824.0,1814.0,1836.0,3.6880476544819896,294.16541247530307,11.91199061460793,,logs/compiled/1col/compiled_bf16_M1024_N512_K512_1compute_1device.log
compiled_bf16_M1024_N512_K1024_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,1024,512,1024,64,64,64,1,1,20,200,2,2,200,186,14,2457.0,2488.25,31.25,2410.125,2535.125,2478.23,2460.0,2447.0,2638.0,35.80554565985554,433.26964163939584,2470.1344086021504,2459.5,2447.0,2522.0,18.87645740082305,434.68963480721305,12.976601226255298,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M1024_N512_K1024_1compute_1device.log
compiled_bf16_M1024_N512_K2048_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,1024,512,2048,64,64,64,1,1,20,200,2,2,200,178,22,3732.0,3757.25,25.25,3694.125,3795.125,3762.775,3737.0,3709.0,4158.0,79.10438910073195,570.7180599424627,3741.241573033708,3735.0,3709.0,3795.0,17.966668946445886,574.0029362120667,15.609942496754229,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M1024_N512_K2048_1compute_1device.log
compiled_bf16_M1024_N1024_K256_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,1024,1024,256,64,64,64,1,1,20,200,2,2,200,162,38,3012.75,3089.25,76.5,2898.0,3204.0,3103.98,3026.0,2977.0,3578.0,156.74274975258027,172.96210413726894,3031.5864197530864,3016.0,2977.0,3198.0,39.03980954304389,177.09239904951366,14.131111362949014,,logs/compiled/1col/compiled_bf16_M1024_N1024_K256_1compute_1device.log
compiled_bf16_M1024_N1024_K512_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,1024,1024,512,64,64,64,1,1,20,200,2,2,200,165,35,3647.0,3657.25,10.25,3631.625,3672.625,3658.26,3651.0,3628.0,3764.0,20.65435547287787,293.51162137190903,3650.133333333333,3650.0,3633.0,3671.0,5.763556702122905,294.16509643483346,15.44272175244987,,logs/compiled/1col/compiled_bf16_M1024_N1024_K512_1compute_1device.log
compiled_bf16_M1024_N1024_K1024_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,1024,1024,1024,64,64,64,1,1,20,200,2,2,200,184,16,4886.0,4912.0,26.0,4847.0,4951.0,4905.035,4893.0,4858.0,5121.0,41.12619329575739,437.8120947149205,4895.282608695652,4891.5,4858.0,4950.0,19.634057636710338,438.6843048009841,17.68183020222932,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M1024_N1024_K1024_1compute_1device.log
compiled_bf16_M1024_N1024_K2048_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,1024,1024,2048,64,64,64,1,1,20,200,2,2,200,198,2,7398.0,7423.25,25.25,7360.125,7461.125,7412.135,7412.5,7361.0,7584.0,21.590432487562634,579.4507649955108,7410.787878787879,7412.0,7361.0,7448.0,16.565311649525754,579.5560966322641,22.83532867860049,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M1024_N1024_K2048_1compute_1device.log
compiled_bf16_M1024_N2048_K256_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,1024,2048,256,64,64,64,1,1,20,200,2,2,200,183,17,5988.75,6065.5,76.75,5873.625,6180.625,6047.945,6003.5,5926.0,6952.0,132.5025357304531,177.53829176687287,6015.743169398907,6000.0,5926.0,6173.0,49.93684147403596,178.48864118101773,22.69598718266934,,logs/compiled/1col/compiled_bf16_M1024_N2048_K256_1compute_1device.log
compiled_bf16_M1024_N2048_K512_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,1024,2048,512,64,64,64,1,1,20,200,2,2,200,176,24,7221.75,7259.25,37.5,7165.5,7315.5,7270.54,7242.0,7188.0,8124.0,114.55242642563273,295.3678334759179,7239.477272727273,7239.0,7188.0,7312.0,25.08892243452516,296.63518056615084,24.784846211783588,,logs/compiled/1col/compiled_bf16_M1024_N2048_K512_1compute_1device.log
compiled_bf16_M1024_N2048_K1024_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,1024,2048,1024,64,64,64,1,1,20,200,2,2,200,170,30,9753.0,9871.25,118.25,9575.625,10048.625,9856.545,9810.0,9717.0,10713.0,146.67920089433267,435.7477489323084,9802.517647058823,9781.0,9717.0,10013.0,61.588599358438536,438.14940718710926,30.027747130952775,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M1024_N2048_K1024_1compute_1device.log
compiled_bf16_M1024_N2048_K2048_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,1024,2048,2048,64,64,64,1,1,20,200,2,2,200,199,1,15925.75,16300.25,374.5,15364.0,16862.0,16064.165,15997.5,15362.0,16715.0,316.5370717230448,534.7264916663892,16067.693467336683,15998.0,15365.0,16715.0,313.3834671692378,534.6090656672102,44.455324336886406,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M1024_N2048_K2048_1compute_1device.log
compiled_bf16_M2048_N512_K256_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,2048,512,256,64,64,64,1,1,20,200,2,2,200,166,34,3023.0,3046.25,23.25,2988.125,3081.125,3077.03,3028.0,3003.0,3657.0,123.13967313583385,174.47698332482946,3028.3313253012047,3026.0,3003.0,3081.0,13.614922958255745,177.28275222546912,14.373343822546303,,logs/compiled/1col/compiled_bf16_M2048_N512_K256_1compute_1device.log
compiled_bf16_M2048_N512_K512_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,2048,512,512,64,64,64,1,1,20,200,2,2,200,188,12,3637.0,3671.0,34.0,3586.0,3722.0,3659.99,3650.5,3617.0,3815.0,34.0377716661946,293.3728846253678,3653.303191489362,3650.0,3617.0,3719.0,20.009268874154934,293.9098584813219,15.223137504421175,,logs/compiled/1col/compiled_bf16_M2048_N512_K512_1compute_1device.log
compiled_bf16_M2048_N512_K1024_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,2048,512,1024,64,64,64,1,1,20,200,2,2,200,172,28,4902.0,4962.25,60.25,4811.625,5052.625,4974.82,4925.0,4866.0,5489.0,136.22506230499584,431.67062285670636,4923.081395348837,4921.0,4866.0,5048.0,33.43032153678755,436.20721973617395,17.56647881027311,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M2048_N512_K1024_1compute_1device.log
compiled_bf16_M2048_N512_K2048_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,2048,512,2048,64,64,64,1,1,20,200,2,2,200,192,8,7386.0,7412.25,26.25,7346.625,7451.625,7402.86,7401.0,7361.0,7526.0,26.642830179994018,580.1767554701831,7398.723958333333,7400.0,7361.0,7442.0,16.930675099699872,580.5010864288957,22.961343083530664,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M2048_N512_K2048_1compute_1device.log
compiled_bf16_M2048_N1024_K256_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,2048,1024,256,64,64,64,1,1,20,200,2,2,200,192,8,5974.0,6009.25,35.25,5921.125,6062.125,5997.88,5996.0,5926.0,6388.0,49.775552231994375,179.02022447931603,5991.010416666667,5995.0,5926.0,6057.0,26.127091141056166,179.2254977579255,23.087687986902893,,logs/compiled/1col/compiled_bf16_M2048_N1024_K256_1compute_1device.log
compiled_bf16_M2048_N1024_K512_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,2048,1024,512,64,64,64,1,1,20,200,2,2,200,138,62,7602.0,7656.0,54.0,7521.0,7737.0,7612.05,7617.0,7211.0,8006.0,152.61276978025134,282.1163350214463,7628.753623188406,7619.0,7542.0,7735.0,30.50678508377879,281.49862403112553,24.847111011855304,,logs/compiled/1col/compiled_bf16_M2048_N1024_K512_1compute_1device.log
compiled_bf16_M2048_N1024_K1024_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,2048,1024,1024,64,64,64,1,1,20,200,2,2,200,197,3,9830.5,10186.25,355.75,9296.875,10719.875,10075.21,10129.0,9710.0,11277.0,275.667074385027,426.2905980123491,10062.22842639594,10128.0,9710.0,10682.0,254.92278835841122,426.8405679136783,30.135115404613316,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M2048_N1024_K1024_1compute_1device.log
compiled_bf16_M2048_N1024_K2048_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,2048,1024,2048,64,64,64,1,1,20,200,2,2,200,200,0,14904.0,15201.0,297.0,14458.5,15646.5,15071.635,15139.5,14752.0,15497.0,184.70038379765214,569.9404604742617,15071.635,15139.5,14752.0,15497.0,184.70038379765214,569.9404604742617,44.26862836442888,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M2048_N1024_K2048_1compute_1device.log
compiled_bf16_M2048_N2048_K256_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,2048,2048,256,64,64,64,1,1,20,200,2,2,200,200,0,11986.75,12320.25,333.5,11486.5,12820.5,12147.67,12079.5,11860.0,12554.0,185.08595597721617,176.78152666313787,12147.67,12079.5,11860.0,12554.0,185.08595597721617,176.78152666313787,51.51198486238718,,logs/compiled/1col/compiled_bf16_M2048_N2048_K256_1compute_1device.log
compiled_bf16_M2048_N2048_K512_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,success,passed,False,bf16,2048,2048,512,64,64,64,1,1,20,200,2,2,200,186,14,14921.25,15220.5,299.25,14472.375,15669.375,15063.64,15108.0,14380.0,15776.0,273.419824445851,285.1214776773741,15098.220430107527,15109.0,14506.0,15591.0,216.43444911891083,284.46844552854446,56.45978439413011,,logs/compiled/1col/compiled_bf16_M2048_N2048_K512_1compute_1device.log
compiled_bf16_M2048_N2048_K1024_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,2048,2048,1024,64,64,64,1,1,20,200,2,2,200,200,0,19839.75,20188.5,348.75,19316.625,20711.625,19990.54,19956.5,19381.0,20711.0,281.3101818278179,429.6999776894471,19990.54,19956.5,19381.0,20711.0,281.3101818278179,429.6999776894471,70.88662728853524,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M2048_N2048_K1024_1compute_1device.log
compiled_bf16_M2048_N2048_K2048_1compute_1device,xdna2,npu2,npu2_1col,2,compiled,compiled,allo,failed,failed,True,bf16,2048,2048,2048,64,64,64,1,1,20,200,2,2,200,171,29,31322.5,31419.5,97.0,31177.0,31565.0,31340.58,31372.0,30692.0,31561.0,160.13913825170908,548.1669191827337,31395.637426900586,31384.0,31178.0,31561.0,76.2048455301108,547.2056181053947,114.82151447609067,Output validation failed; timings were recorded automatically for the partial-NPU bf16 experiment,logs/compiled/1col/compiled_bf16_M2048_N2048_K2048_1compute_1device.log
compiled-full-io_bf16_M256_N512_K256_1compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,False,bf16,256,512,256,64,64,64,1,8,20,200,1,4,0,0,,,,,,,,,,,,,,,,,,,72.98928599152714,Allo worker failed; see the case log,logs/compiled-full-io/1col/compiled-full-io_bf16_M256_N512_K256_1compute_8device.log
compiled-full-io_bf16_M256_N512_K512_1compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,False,bf16,256,512,512,64,64,64,1,8,20,200,1,4,0,0,,,,,,,,,,,,,,,,,,,73.71055127773434,Allo worker failed; see the case log,logs/compiled-full-io/1col/compiled-full-io_bf16_M256_N512_K512_1compute_8device.log
compiled-full-io_bf16_M256_N512_K1024_1compute_8device,xdna2,npu2,npu2,2,compiled-full-io,compiled-full-io,allo,failed,failed,False,bf16,256,512,1024,64,64,64,1,8,20,200,1,4,0,0,,,,,,,,,,,,,,,,,,,73.72474228776991,Allo worker failed; see the case log,logs/compiled-full-io/1col/compiled-full-io_bf16_M256_N512_K1024_1compute_8device.log
